(morp)	B_PS	B_OG	B_LC	B_DT	B_TI	I_PS	I_OG	I_LC	I_DT	I_TI	O	I
재밌	0	0	0	0	0	0	0	0	0	0	2	0
굼벵이	0	0	0	0	0	0	0	0	0	0	1	0
개관	0	0	0	0	0	0	0	0	0	0	4	0
시리즈	0	0	0	0	0	0	0	0	0	0	1	0
무력대결	0	0	0	0	0	0	0	0	0	0	1	0
퍽	0	0	0	0	0	0	0	0	0	0	4	0
정비	0	0	0	0	0	0	0	0	0	0	5	0
마지기	0	0	0	0	0	0	0	0	0	0	1	0
풍요	0	0	0	0	0	0	0	0	0	0	3	0
공모	0	0	0	0	0	0	0	0	0	0	2	0
도배	0	0	0	0	0	0	0	0	0	0	1	0
좋	0	0	0	0	0	0	0	0	0	0	53	0
대졸	0	0	0	0	0	0	0	0	0	0	1	0
세기	0	0	0	0	0	0	0	0	0	0	2	66
솔차가	0	0	0	0	0	0	0	0	0	0	1	0
망명	0	0	0	0	0	0	0	0	0	0	3	0
유배	0	0	0	0	0	0	0	0	0	0	1	0
거적때기	0	0	0	0	0	0	0	0	0	0	1	0
단지	0	0	0	0	0	0	0	0	0	0	5	0
몰매	0	0	0	0	0	0	0	0	0	0	2	0
보듬	0	0	0	0	0	0	0	0	0	0	1	0
북방정책	0	0	0	0	0	0	0	0	0	0	1	0
수뢰설	0	0	0	0	0	0	0	0	0	0	1	0
투피스	0	0	0	0	0	0	0	0	0	0	1	0
라면서	0	0	0	0	0	0	0	0	0	0	3	0
작고작가	0	0	0	0	0	0	0	0	0	0	1	0
고드름	0	0	0	0	0	0	0	0	0	0	1	0
인사제도	0	0	0	0	0	0	0	0	0	0	1	0
관측데이타	0	0	0	0	0	0	0	0	0	0	2	0
책임소재	0	0	0	0	0	0	0	0	0	0	1	0
중학생	0	0	0	0	0	0	0	0	0	0	3	0
똥구멍	0	0	0	0	0	0	0	0	0	0	1	0
Isis	1	0	0	0	0	0	0	0	0	0	0	0
사오정	1	0	0	0	0	0	0	0	0	0	0	0
임시국회	0	3	0	0	0	0	0	0	0	0	1	0
씩	0	0	0	0	0	0	0	0	0	0	38	1
19	0	0	0	6	0	0	0	0	0	0	5	3
唯氣	0	0	0	0	0	0	0	0	0	0	2	0
모범	0	0	0	0	0	0	0	0	0	0	3	0
尺度	0	0	0	0	0	0	0	0	0	0	1	0
중공	0	1	0	0	0	0	0	0	0	0	0	0
그러나	0	0	0	0	0	0	0	0	0	0	154	0
메뚜기	0	0	0	0	0	0	0	0	0	0	1	0
理想的	0	0	0	0	0	0	0	0	0	0	1	0
업소	0	0	0	0	0	0	0	0	0	0	1	0
KAL	0	0	0	0	0	0	0	0	0	0	4	0
저것	0	0	0	0	0	0	0	0	0	0	1	0
밥값	0	0	0	0	0	0	0	0	0	0	1	0
마스트로야니	0	0	0	0	0	0	0	0	0	0	0	3
부르	0	0	0	0	0	0	0	0	0	0	40	0
공격법	0	0	0	0	0	0	0	0	0	0	1	0
껄렁패	0	0	0	0	0	0	0	0	0	0	1	0
가입서	0	0	0	0	0	0	0	0	0	0	1	0
국정수행	0	0	0	0	0	0	0	0	0	0	1	0
억척	0	0	0	0	0	0	0	0	0	0	2	0
조인	7	1	0	0	0	0	0	0	0	0	0	0
대명사	0	0	0	0	0	0	0	0	0	0	3	0
반격	0	0	0	0	0	0	0	0	0	0	5	0
꿈결	0	0	0	0	0	0	0	0	0	0	1	0
송호진	1	0	0	0	0	0	0	0	0	0	0	0
ㄴ지	0	0	0	0	0	0	0	0	0	0	40	0
대하	0	0	0	0	0	0	0	0	0	0	290	0
오정해	1	0	0	0	0	0	0	0	0	0	0	0
는커녕	0	0	0	0	0	0	0	0	0	0	4	0
앰비셔스	0	0	0	0	0	0	0	0	0	0	1	0
가스사고	0	0	0	0	0	0	0	0	0	0	1	0
등산복	0	0	0	0	0	0	0	0	0	0	1	0
오륙십	0	0	0	0	0	0	0	0	0	0	1	0
상처	0	0	0	0	0	0	0	0	0	0	5	0
공전	0	0	0	0	0	0	0	0	0	0	1	0
김씨	18	0	0	0	0	0	0	0	0	0	0	0
심문	0	0	0	0	0	0	0	0	0	0	2	0
전제	0	0	0	0	0	0	0	0	0	0	6	0
서당	0	0	0	0	0	0	0	0	0	0	7	0
빈약	0	0	0	0	0	0	0	0	0	0	1	0
눈주위	0	0	0	0	0	0	0	0	0	0	1	0
동북아	0	0	5	0	0	0	0	0	0	0	0	0
깊이	0	0	0	0	0	0	0	0	0	0	8	0
깨지	0	0	0	0	0	0	0	0	0	0	3	0
학예연구원	0	0	0	0	0	0	0	0	0	0	2	0
역사관	0	0	0	0	0	0	0	0	0	0	1	0
수다	0	0	0	0	0	0	0	0	0	0	2	0
삼촌	0	0	0	0	0	0	0	0	0	0	1	0
이봉구	1	0	0	0	0	0	0	0	0	0	0	0
口傳	0	0	0	0	0	0	0	0	0	0	1	0
정희	1	0	0	0	0	0	0	0	0	0	0	0
특성	0	0	0	0	0	0	0	0	0	0	5	0
船	0	0	0	0	0	0	0	0	0	0	1	0
냐는	0	0	0	0	0	0	0	0	0	0	8	0
톡톡히	0	0	0	0	0	0	0	0	0	0	1	0
추가예산	0	0	0	0	0	0	0	0	0	0	1	0
엿보이	0	0	0	0	0	0	0	0	0	0	2	0
결정권한	0	0	0	0	0	0	0	0	0	0	1	0
피살사건	0	0	0	0	0	0	0	0	0	0	1	0
별나	0	0	0	0	0	0	0	0	0	0	1	0
렵니까	0	0	0	0	0	0	0	0	0	0	1	0
정규수업	0	0	0	0	0	0	0	0	0	0	1	0
단양	0	0	1	0	0	0	0	0	0	0	0	0
한여름	0	0	0	2	0	0	0	0	0	0	0	0
유적	0	0	0	0	0	0	0	0	0	0	1	0
단식	0	0	0	0	0	0	0	0	0	0	1	0
클로드	1	0	0	0	0	0	0	0	0	0	0	0
오래	0	0	0	0	0	0	0	0	0	0	13	0
조기집행	0	0	0	0	0	0	0	0	0	0	1	0
증명	0	0	0	0	0	0	0	0	0	0	4	0
자정	0	0	0	0	2	0	0	0	0	0	0	0
아벨	1	0	0	0	0	0	0	0	0	0	0	0
실수	0	0	0	0	0	0	0	0	0	0	4	0
직원	0	0	0	0	0	0	0	0	0	0	6	0
수사연구소	0	0	0	0	0	0	0	0	0	0	0	2
국제경쟁력	0	0	0	0	0	0	0	0	0	0	1	0
촉박	0	0	0	0	0	0	0	0	0	0	1	0
학년	0	0	0	0	0	0	0	0	0	0	19	0
소리	0	0	0	0	0	0	0	0	0	0	52	0
층	0	0	0	0	0	0	0	0	0	0	14	0
의정지기단	0	1	0	0	0	0	0	0	0	0	0	0
초연	0	0	0	0	0	0	0	0	0	0	1	0
菩薩	0	0	0	0	0	0	0	0	0	0	1	0
사막	0	0	0	0	0	0	0	0	0	0	1	0
칠팔	0	0	0	0	0	0	0	0	0	0	1	0
자금방출	0	0	0	0	0	0	0	0	0	0	1	0
가볍	0	0	0	0	0	0	0	0	0	0	4	0
구청	0	0	0	0	0	0	0	0	0	0	1	0
증진	0	0	0	0	0	0	0	0	0	0	1	0
오리	0	0	0	0	0	0	0	0	0	0	3	0
뛰어나	0	0	0	0	0	0	0	0	0	0	4	0
창조물	0	0	0	0	0	0	0	0	0	0	1	0
미국	0	0	86	0	0	0	0	0	0	0	0	0
가스폭발	0	0	0	0	0	0	0	0	0	0	1	0
종사	0	0	0	0	0	0	0	0	0	0	6	0
기와집	0	0	0	0	0	0	0	0	0	0	1	0
교외	0	0	0	0	0	0	0	0	0	0	1	0
가쁘	0	0	0	0	0	0	0	0	0	0	1	0
더욱이	0	0	0	0	0	0	0	0	0	0	4	0
민족통일	0	0	0	0	0	0	0	0	0	0	2	0
다리	0	0	0	0	0	0	0	0	0	0	14	0
가리키	0	0	0	0	0	0	0	0	0	0	3	0
도리어	0	0	0	0	0	0	0	0	0	0	1	0
양질	0	0	0	0	0	0	0	0	0	0	1	0
경진대회	0	0	0	0	0	0	0	0	0	0	1	0
한약분쟁	0	0	0	0	0	0	0	0	0	0	1	0
충선왕	1	0	0	0	0	0	0	0	0	0	0	0
장만	0	0	0	0	0	0	0	0	0	0	2	0
1971	0	0	0	1	0	0	0	0	0	0	0	0
개최국	0	0	0	0	0	0	0	0	0	0	1	0
재발방지책	0	0	0	0	0	0	0	0	0	0	1	0
제작사	0	0	0	0	0	0	0	0	0	0	1	0
운수사업	0	0	0	0	0	0	0	0	0	0	1	0
참칭	0	0	0	0	0	0	0	0	0	0	1	0
냄새	0	0	0	0	0	0	0	0	0	0	8	0
지긋지긋하	0	0	0	0	0	0	0	0	0	0	1	0
모딜리아니	1	0	0	0	0	0	0	0	0	0	0	0
적발	0	0	0	0	0	0	0	0	0	0	1	0
꾼	0	0	0	0	0	0	0	0	0	0	9	0
뜨겁	0	0	0	0	0	0	0	0	0	0	11	0
자며	0	0	0	0	0	0	0	0	0	0	1	0
외모	0	0	0	0	0	0	0	0	0	0	1	0
즈윅	1	0	0	0	0	0	0	0	0	0	0	0
도범	0	0	0	0	0	0	0	0	0	0	1	0
창신동	0	0	2	0	0	0	0	0	0	0	0	0
드러나	0	0	0	0	0	0	0	0	0	0	15	0
맨손	0	0	0	0	0	0	0	0	0	0	1	0
서방	0	1	1	0	0	0	0	0	0	0	33	0
없애	0	0	0	0	0	0	0	0	0	0	9	0
숨	0	0	0	0	0	0	0	0	0	0	18	0
선재미술관	0	1	0	0	0	0	0	0	0	0	0	0
700	0	0	0	0	0	0	0	0	0	0	1	0
최고기온	0	0	0	0	0	0	0	0	0	0	1	0
세금완화	0	0	0	0	0	0	0	0	0	0	1	0
비트	0	0	0	0	0	0	0	0	0	0	10	0
99	0	0	0	3	0	0	0	0	0	0	1	0
반대	0	0	0	0	0	0	0	0	0	0	20	0
경로	0	0	0	0	0	0	0	0	0	0	1	0
피고인	0	0	0	0	0	0	0	0	0	0	3	0
약탈	0	0	0	0	0	0	0	0	0	0	3	0
휘감기	0	0	0	0	0	0	0	0	0	0	1	0
뜻	0	0	0	0	0	0	0	0	0	0	23	0
성장	0	0	0	0	0	0	0	0	0	0	5	0
형이상학	0	0	0	0	0	0	0	0	0	0	1	0
방	0	0	0	0	0	0	0	0	0	0	23	0
끼	0	0	0	0	0	0	0	0	0	0	12	0
아무리	0	0	0	0	0	0	0	0	0	0	12	0
교육	0	0	0	0	0	0	0	0	0	0	26	0
월평균	0	0	0	1	0	0	0	0	0	0	0	0
알력	0	0	0	0	0	0	0	0	0	0	1	0
직접	0	0	0	0	0	0	0	0	0	0	25	0
비틀걸음	0	0	0	0	0	0	0	0	0	0	1	0
손발	0	0	0	0	0	0	0	0	0	0	2	0
서총련	0	2	0	0	0	0	0	0	0	0	0	0
부글부글	0	0	0	0	0	0	0	0	0	0	1	0
흘리	0	0	0	0	0	0	0	0	0	0	11	0
시	0	0	0	0	0	0	0	0	0	0	79	37
기존	0	0	0	0	0	0	0	0	0	0	6	0
머뭇거리	0	0	0	0	0	0	0	0	0	0	2	0
퍼포먼스	0	0	0	0	0	0	0	0	0	0	1	0
굳	0	0	0	0	0	0	0	0	0	0	10	0
되묻	0	0	0	0	0	0	0	0	0	0	1	0
소매치기	0	0	0	0	0	0	0	0	0	0	2	0
레포츠	0	0	0	0	0	0	0	0	0	0	1	0
순방	0	0	0	0	0	0	0	0	0	0	1	0
강경파	0	0	0	0	0	0	0	0	0	0	3	0
제외	0	0	0	0	0	0	0	0	0	0	7	0
캘리포니아	0	0	2	0	0	0	0	0	0	0	0	0
악극	0	0	0	0	0	0	0	0	0	0	1	0
귓전	0	0	0	0	0	0	0	0	0	0	1	0
미국측	0	0	2	0	0	0	0	0	0	0	0	0
명배우	0	0	0	0	0	0	0	0	0	0	1	0
해인사	0	0	0	0	0	0	0	0	0	0	1	0
빗금	0	0	0	0	0	0	0	0	0	0	1	0
기자회견	0	0	0	0	0	0	0	0	0	0	3	0
하나회	0	1	0	0	0	0	0	0	0	0	0	0
韓國	0	0	3	0	0	0	0	0	0	0	0	0
솟아오르	0	0	0	0	0	0	0	0	0	0	1	0
친북	0	0	2	0	0	0	0	0	0	0	0	0
활력	0	0	0	0	0	0	0	0	0	0	2	0
스탠바이	0	0	0	0	0	0	0	0	0	0	1	0
폐위	0	0	0	0	0	0	0	0	0	0	1	0
나팔바지	0	0	0	0	0	0	0	0	0	0	2	0
혜성	0	0	0	0	0	0	0	0	0	0	1	0
비서장회의	0	0	0	0	0	0	0	0	0	0	1	0
김명호씨	1	0	0	0	0	0	0	0	0	0	0	0
연천	0	0	6	0	0	0	0	0	0	0	0	0
甲子日	0	0	0	1	0	0	0	0	0	0	0	0
오르	0	0	0	0	0	0	0	0	0	0	19	0
켕기	0	0	0	0	0	0	0	0	0	0	1	0
이튿날	0	0	0	3	0	0	0	0	0	0	1	0
언어	0	0	0	0	0	0	0	0	0	0	5	0
레스토랑	0	0	0	0	0	0	0	0	0	0	2	0
영원	0	0	0	0	0	0	0	0	0	0	1	0
鄭漢模	1	0	0	0	0	0	0	0	0	0	0	0
띄	0	0	0	0	0	0	0	0	0	0	8	0
정치휴전	0	0	0	0	0	0	0	0	0	0	1	0
추가	0	0	0	0	0	0	0	0	0	0	2	0
퇴원	0	0	0	0	0	0	0	0	0	0	1	0
dt	0	0	0	0	0	0	0	0	0	0	1	0
지배층	0	0	0	0	0	0	0	0	0	0	1	0
羅陀	1	0	0	0	0	0	0	0	0	0	0	0
깨치	0	0	0	0	0	0	0	0	0	0	1	0
自己憐憫	0	0	0	0	0	0	0	0	0	0	1	0
돌토끼	0	0	0	0	0	0	0	0	0	0	31	0
국왕	0	0	0	2	0	0	0	0	0	0	7	0
떠안	0	0	0	0	0	0	0	0	0	0	1	0
경례	0	0	0	0	0	0	0	0	0	0	3	0
사퇴서	0	0	0	0	0	0	0	0	0	0	2	0
흥신소	0	0	0	0	0	0	0	0	0	0	1	0
소강당	0	0	0	0	0	0	0	0	0	0	2	0
출입문	0	0	0	0	0	0	0	0	0	0	1	0
다수	0	0	0	0	0	0	0	0	0	0	5	0
블라우스	0	0	0	0	0	0	0	0	0	0	2	0
청와대기습	0	0	1	0	0	0	0	0	0	0	0	0
중국문화	0	0	1	0	0	0	0	0	0	0	0	0
오늘날	0	0	0	6	0	0	0	0	0	0	3	0
종업원	0	0	0	0	0	0	0	0	0	0	5	0
한없이	0	0	0	0	0	0	0	0	0	0	2	0
방지	0	0	0	0	0	0	0	0	0	0	2	0
母性愛	0	0	0	0	0	0	0	0	0	0	1	0
참작	0	0	0	0	0	0	0	0	0	0	1	0
불꽃놀이	0	0	0	0	0	0	0	0	0	0	1	0
학교현장	0	0	0	0	0	0	0	0	0	0	3	0
소용	0	0	0	0	0	0	0	0	0	0	4	0
소청	0	0	0	0	0	0	0	0	0	0	1	0
공채실시	0	0	0	0	0	0	0	0	0	0	1	0
한국아이비엠관	0	1	0	0	0	0	0	0	0	0	0	0
서럽	0	0	0	0	0	0	0	0	0	0	2	0
밀어주	0	0	0	0	0	0	0	0	0	0	1	0
한국자동차협회	0	1	0	0	0	0	0	0	0	0	0	0
중립	0	0	0	0	0	0	0	0	0	0	5	0
동지	0	0	0	0	0	0	0	0	0	0	1	0
절대우위	0	0	0	0	0	0	0	0	0	0	1	0
서울시연맹장	0	0	1	0	0	0	0	0	0	0	0	0
캐나다	0	0	4	0	0	0	0	0	0	0	0	0
피난민촌	0	0	0	0	0	0	0	0	0	0	1	0
배달원	0	0	0	0	0	0	0	0	0	0	2	0
갈아입	0	0	0	0	0	0	0	0	0	0	1	0
ㅂ니까	0	0	0	0	0	0	0	0	0	0	3	0
1615	0	0	0	1	0	0	0	0	0	0	0	0
반대운동	0	0	0	0	0	0	0	0	0	0	1	0
중랑천변	0	0	0	0	0	0	0	0	0	0	1	0
재빨리	0	0	0	0	0	0	0	0	0	0	1	0
진실	0	0	0	0	0	0	0	0	0	0	7	0
軍	0	2	0	0	0	0	0	0	0	0	0	0
얻	0	0	0	0	0	0	0	0	0	0	69	0
다라고	0	0	0	0	0	0	0	0	0	0	1	0
李穡	1	0	0	0	0	0	0	0	0	0	0	0
허물	0	0	0	0	0	0	0	0	0	0	1	0
여인	0	0	0	0	0	0	0	0	0	0	9	0
自覺者	0	0	0	0	0	0	0	0	0	0	1	0
공원	0	0	0	0	0	0	0	0	0	0	4	1
그날밤	0	0	0	0	1	0	0	0	0	0	0	0
콩나물공장	0	0	0	0	0	0	0	0	0	0	1	0
안심	0	0	0	0	0	0	0	0	0	0	2	0
승진	0	0	0	0	0	0	0	0	0	0	4	0
촉구공문	0	0	0	0	0	0	0	0	0	0	1	0
다음날	0	0	0	12	0	0	0	0	0	0	4	0
떠맡	0	0	0	0	0	0	0	0	0	0	1	0
스포츠시계	0	0	0	0	0	0	0	0	0	0	1	0
리얼리티	0	0	0	0	0	0	0	0	0	0	1	0
자녀분	0	0	0	0	0	0	0	0	0	0	1	0
盧泰愚	2	0	0	0	0	0	0	0	0	0	0	0
워터스크린쇼	0	0	0	0	0	0	0	0	0	0	1	0
유혹	0	0	0	0	0	0	0	0	0	0	2	0
연습공간	0	0	0	0	0	0	0	0	0	0	1	0
자동차	0	0	0	0	0	0	0	0	0	0	5	0
그림자	0	0	0	0	0	0	0	0	0	0	6	0
우려	0	0	0	0	0	0	0	0	0	0	13	0
아레나	0	0	0	0	0	0	0	0	0	0	2	0
일제잔재	0	1	0	0	0	0	0	0	0	0	1	0
망	0	0	0	0	0	0	0	0	0	0	1	0
한국대표	0	1	0	0	0	0	0	0	0	0	0	0
인치	0	0	0	0	0	0	0	0	0	0	1	0
부탁	0	0	0	0	0	0	0	0	0	0	13	0
교무회의	0	0	0	0	0	0	0	0	0	0	1	0
환기	0	0	0	0	0	0	0	0	0	0	1	0
쟈칼	0	0	0	0	0	0	0	0	0	0	1	0
이재수란	0	0	0	0	0	0	0	0	0	0	2	0
진상	0	0	0	0	0	0	0	0	0	0	3	0
피론	2	0	0	0	0	0	0	0	0	0	0	0
주무부	0	0	0	0	0	0	0	0	0	0	1	0
선발방법	0	0	0	0	0	0	0	0	0	0	1	0
야권	0	0	0	0	0	0	0	0	0	0	1	0
아프	0	0	0	0	0	0	0	0	0	0	14	0
론	0	0	0	0	0	0	0	0	0	0	41	0
잖아	0	0	0	0	0	0	0	0	0	0	3	0
겹치	0	0	0	0	0	0	0	0	0	0	3	0
자연철학	0	0	0	0	0	0	0	0	0	0	3	0
되돌아가	0	0	0	0	0	0	0	0	0	0	1	0
학술	0	0	0	0	0	0	0	0	0	0	1	0
눈알	0	0	0	0	0	0	0	0	0	0	1	0
차동식	0	0	0	0	0	0	0	0	0	0	1	0
순	0	0	0	0	0	0	0	0	0	0	2	0
私的	0	0	0	0	0	0	0	0	0	0	1	0
민간	0	0	0	0	0	0	0	0	0	0	7	0
들어주	0	0	0	0	0	0	0	0	0	0	1	0
빗소리	0	0	0	0	0	0	0	0	0	0	1	0
꼽	0	0	0	0	0	0	0	0	0	0	2	0
바라바	1	0	0	0	0	0	0	0	0	0	0	0
주자가례	0	0	0	0	0	0	0	0	0	0	1	0
에이펙스	0	0	0	0	0	0	0	0	0	0	0	1
들르	0	0	0	0	0	0	0	0	0	0	5	0
명구	1	0	0	0	0	0	0	0	0	0	0	0
엔트로피	1	0	0	0	0	0	0	0	0	0	0	0
군제	0	0	0	0	0	0	0	0	0	0	1	0
뒤범벅	0	0	0	0	0	0	0	0	0	0	1	0
스러지	0	0	0	0	0	0	0	0	0	0	2	0
회원사	0	0	0	0	0	0	0	0	0	0	2	0
전쟁영화	0	0	0	0	0	0	0	0	0	0	1	0
노성대	1	0	0	0	0	0	0	0	0	0	0	0
부실금융	0	0	0	0	0	0	0	0	0	0	1	0
멱살	0	0	0	0	0	0	0	0	0	0	1	0
금리	0	0	0	0	0	0	0	0	0	0	5	0
도제시스템	0	0	0	0	0	0	0	0	0	0	1	0
시범방송	0	0	0	0	0	0	0	0	0	0	1	0
야엘	1	0	0	0	0	0	0	0	0	0	0	0
고척동	1	0	0	0	0	0	0	0	0	0	0	0
회원국	0	0	0	0	0	0	0	0	0	0	1	0
았	0	0	0	0	0	0	0	0	0	0	1652	0
미야자와	5	0	0	0	0	0	0	0	0	0	0	0
발레르카	4	0	0	0	0	0	0	0	0	0	0	0
케이스	0	0	0	0	0	0	0	0	0	0	1	0
아티스트	0	0	0	0	0	0	0	0	0	0	2	0
줄곧	0	0	0	0	0	0	0	0	0	0	5	0
견해	0	0	0	0	0	0	0	0	0	0	11	0
배짱자랑	0	0	0	0	0	0	0	0	0	0	1	0
운	0	0	0	0	0	0	0	0	0	0	2	0
개최	0	0	0	0	0	0	0	0	0	0	5	0
기개	0	0	0	0	0	0	0	0	0	0	1	0
굽어보	0	0	0	0	0	0	0	0	0	0	1	0
교훈	0	0	0	0	0	0	0	0	0	0	3	0
무화과	0	0	0	0	0	0	0	0	0	0	1	0
배달일	0	0	0	0	0	0	0	0	0	0	1	0
주택광고	0	0	0	0	0	0	0	0	0	0	1	0
유방암	0	0	0	0	0	0	0	0	0	0	1	0
티쉬트랴	1	0	0	0	0	0	0	0	0	0	0	0
행적	0	0	0	0	0	0	0	0	0	0	5	0
라이프니츠	5	0	0	0	0	0	0	0	0	0	0	0
허울	0	0	0	0	0	0	0	0	0	0	1	0
귀족사회	0	0	0	0	0	0	0	0	0	0	1	0
미사곡	0	0	0	0	0	0	0	0	0	0	1	0
기계	0	0	0	0	0	0	0	0	0	0	30	0
중소기업체	0	0	0	0	0	0	0	0	0	0	1	0
ㄹ랑	0	0	0	0	0	0	0	0	0	0	1	0
은근히	0	0	0	0	0	0	0	0	0	0	3	0
당	0	0	1	0	0	0	0	0	0	0	26	0
친일	0	0	0	0	0	0	0	0	0	0	1	0
인민회의	0	1	0	0	0	0	0	0	0	0	0	0
시사회	0	0	0	0	0	0	0	0	0	0	1	0
369	0	0	0	0	0	0	0	0	0	0	1	0
과감	0	0	0	0	0	0	0	0	0	0	7	0
움직임	0	0	0	0	0	0	0	0	0	0	15	0
계통	0	0	0	0	0	0	0	0	0	0	5	0
좁	0	0	0	0	0	0	0	0	0	0	6	0
개교기념	0	0	0	0	0	0	0	0	0	0	1	0
쿠이켄	0	0	0	0	0	0	0	0	0	0	0	1
공중전화	0	0	0	0	0	0	0	0	0	0	1	0
오른손	0	0	0	0	0	0	0	0	0	0	1	0
라면	0	0	0	0	0	0	0	0	0	0	22	0
고행주의	0	0	0	0	0	0	0	0	0	0	1	0
비상대책	0	0	0	0	0	0	0	0	0	0	0	1
민민투	0	0	0	0	0	0	0	0	0	0	1	0
줄서기	0	0	0	0	0	0	0	0	0	0	1	0
양호	0	0	0	0	0	0	0	0	0	0	1	0
닮	0	0	0	0	0	0	0	0	0	0	3	0
中進國	0	0	0	0	0	0	0	0	0	0	1	0
연대	0	1	0	0	0	0	0	0	0	0	4	1
대청호수	0	0	1	0	0	0	0	0	0	0	0	0
기운	0	0	0	0	0	0	0	0	0	0	5	0
청교도윤리	0	0	0	0	0	0	0	0	0	0	4	0
오늘	0	0	0	15	0	0	0	0	0	0	11	0
입법회의	0	1	0	0	0	0	0	0	0	0	0	0
배경지	0	0	0	0	0	0	0	0	0	0	1	0
聖殿	0	0	0	0	0	0	0	0	0	0	1	0
김일성	3	1	0	0	0	0	0	0	0	0	0	0
소용돌이치	0	0	0	0	0	0	0	0	0	0	1	0
체념	0	0	0	0	0	0	0	0	0	0	1	0
예감	0	0	0	0	0	0	0	0	0	0	3	0
유래	0	0	0	0	0	0	0	0	0	0	7	0
94	0	0	0	5	0	0	0	0	0	0	0	0
반후세인	1	0	0	0	0	0	0	0	0	0	1	0
낮	0	0	0	0	13	0	0	0	0	0	9	0
훑어보	0	0	0	0	0	0	0	0	0	0	2	0
고분	0	0	0	0	0	0	0	0	0	0	3	0
탐	0	0	0	0	0	0	0	0	0	0	1	0
비슷	0	0	0	0	0	0	0	0	0	0	18	0
이라크군	0	3	0	0	0	0	0	0	0	0	2	0
칸	0	0	0	0	0	0	0	0	0	0	2	0
코스	0	0	0	0	0	0	0	0	0	0	2	0
정의	0	0	0	0	0	0	0	0	0	0	2	0
시행안	0	0	0	0	0	0	0	0	0	0	1	0
서기	0	0	0	2	0	0	0	0	0	0	0	0
최저	0	0	0	1	0	0	0	0	0	0	1	0
앵글	0	0	0	0	0	0	0	0	0	0	1	0
군사분계선	0	0	1	0	0	0	0	0	0	0	0	0
영향력	0	0	0	0	0	0	0	0	0	0	4	0
잇따르	0	0	0	0	0	0	0	0	0	0	5	0
더불	0	0	0	0	0	0	0	0	0	0	4	0
한해	0	0	0	2	0	0	0	0	0	0	1	0
압도	0	0	0	0	0	0	0	0	0	0	1	0
간사장	0	0	0	0	0	0	0	0	0	0	1	0
언협	0	1	0	0	0	0	0	0	0	0	0	0
으르렁거리	0	0	0	0	0	0	0	0	0	0	1	0
평판	0	0	0	0	0	0	0	0	0	0	1	0
기이치	0	0	0	0	0	0	0	0	0	0	0	2
학생운동	0	0	0	0	0	0	0	0	0	0	7	0
웅	0	0	0	0	0	0	0	0	0	0	2	0
측정조사	0	0	0	0	0	0	0	0	0	0	1	0
권력기관	0	0	0	0	0	0	0	0	0	0	1	0
허위	0	0	0	0	0	0	0	0	0	0	1	0
헤롯	0	0	1	0	0	0	0	0	0	0	0	0
방송정책	0	0	0	0	0	0	0	0	0	0	2	0
Impetus	0	0	0	0	0	0	0	0	0	0	1	0
중학	0	0	0	0	0	0	0	0	0	0	1	0
회의장	0	0	0	0	0	0	0	0	0	0	2	1
계	0	0	0	0	0	0	0	0	0	0	50	0
공동	0	0	0	0	0	0	0	0	0	0	4	0
계간지	0	0	0	0	0	0	0	0	0	0	1	0
인준	0	0	0	0	0	0	0	0	0	0	1	0
에밀	0	0	0	0	0	0	0	0	0	0	1	0
武漢	0	1	0	0	0	0	0	0	0	0	0	0
때늦	0	0	0	0	0	0	0	0	0	0	1	0
특색	0	0	0	0	0	0	0	0	0	0	4	0
노동법	0	0	0	0	0	0	0	0	0	0	1	0
바뀌	0	0	0	0	0	0	0	0	0	0	10	0
체취	0	0	0	0	0	0	0	0	0	0	1	0
자처	0	0	0	0	0	0	0	0	0	0	1	0
달나라	0	0	2	0	0	0	0	0	0	0	1	0
미녀	1	0	0	0	0	0	0	0	0	0	0	0
불행	0	0	0	0	0	0	0	0	0	0	1	0
품격	0	0	0	0	0	0	0	0	0	0	1	0
확대회의	0	0	0	0	0	0	0	0	0	0	1	0
충돌법칙	0	0	0	0	0	0	0	0	0	0	3	0
그런데	0	0	0	0	0	0	0	0	0	0	36	0
경영	0	0	0	0	0	0	0	0	0	0	5	0
연주단	0	0	0	0	0	0	0	0	0	0	0	1
살펴보	0	0	0	0	0	0	0	0	0	0	9	0
정보통신	0	0	0	0	0	0	0	0	0	0	3	0
선보이	0	0	0	0	0	0	0	0	0	0	4	0
분화구	0	0	0	0	0	0	0	0	0	0	1	0
元都	0	0	1	0	0	0	0	0	0	0	0	0
착용	0	0	0	0	0	0	0	0	0	0	1	0
봄내음	0	0	0	1	0	0	0	0	0	0	0	0
도심	0	0	0	0	0	0	0	0	0	0	1	0
무르깁도로	0	0	0	0	0	0	0	0	0	0	1	0
꽃씨	0	0	0	0	0	0	0	0	0	0	1	0
금파화학공고	0	1	0	0	0	0	0	0	0	0	0	0
오색	0	0	0	0	0	0	0	0	0	0	1	0
도매	0	0	0	0	0	0	0	0	0	0	1	0
미리	0	0	0	0	0	0	0	0	0	0	2	0
마약	0	0	0	0	0	0	0	0	0	0	1	0
사브리야	0	0	0	0	0	0	0	0	0	0	1	0
이시스교	0	2	0	0	0	0	0	0	0	0	0	0
1945	0	0	0	6	0	0	0	0	0	0	0	0
마무리	0	0	0	0	0	0	0	0	0	0	5	0
갖추	0	0	0	0	0	0	0	0	0	0	19	0
